nome,tipologia,tel,email,web,link1,link2,tipoticket,datamodifica,abstract,descrizione,comune,codice_istat,provincia,datainizio,datafine,foto_con_autore
NOTTURNO DI DONNA CON OSPITI,semplice,080-3484453 / 080-3494270,,http://www.teatrorossinigioia.it ,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-rossini_27.html,pagamento,28-OTT-15,Pietro Mezzasoma&#13 &#10 Giuliana De Sio&#13 &#10 Di Annibale Ruccello  scene Roberto Ricci  costumi Teresa Acone  disegno Luci Stefano Pirandello  musiche Carlo De ,Pietro Mezzasoma&#13 &#10 Giuliana De Sio&#13 &#10 Di Annibale Ruccello  scene Roberto Ricci  costumi Teresa Acone  disegno Luci Stefano Pirandello  musiche Carlo De Nonno&#13 &#10 con Gino Curcione  Rosaria De Cicco  Andrea De Venuti  Mimmo Esposito  Luigi Iacuzio&#13 &#10 regia di ENRICO MARIA LAMANNA&#13 &#10 &#13 &#10 L'azione si svolge in una casa a due piani nella periferia di una metropoli: Adriana porta avanti&#13 &#10 la sua esistenza  nel caldo afoso  tra canzoni e note di un pianoforte  tra televisione ed una&#13 &#10 terza gravidanza  con un marito  Michele  che lavora di notte e ritorna a casa all'alba.&#13 &#10 Una sera accade che strani individui  temuti e desiderati da troppo tempo  si introducano in&#13 &#10 casa. Improvvisamente riaffiorano senza una logica i ricordi  angoscianti fantasmi del passato &#13 &#10 che provocheranno in Adriana una reazione atroce  insensata  ma a lei necessaria per fuggire&#13 &#10 da quella prigione grigia e ossessiva. Un progetto in definitiva che segna l'ideale ricostruzione del discorso su Ruccello  sulla violenza e modernit&#224  delle metropoli.,Gioia del Colle,072021,BA,15-DIC-15,15-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9822
L'AIDA DI SCAFATI,semplice,0803101222,info@teatromercadantealtamura.it,http://teatromercadantealtamura.it/2014/,,,pagamento,30-OTT-15,L&#8217  AIDA DI SCAFATI appartiene al genere della parodia comica di opere famose che caratterizz&#242  i teatri di Napoli nel pieno Ottocento. Quando ,L&#8217  AIDA DI SCAFATI appartiene al genere della parodia comica di opere famose che caratterizz&#242  i teatri di Napoli nel pieno Ottocento. Quando l&#8217 Aida di Verdi fu rappresentata a Napoli per la prima volta nel 1873  fu prontamente preparata la sua parodia (all&#8217 epoca de&#30 finita &#8220 vaudeville&#8221 ) nel teatrino La Fenice di Napoli. Questi lavori erano composti da ottimi professionisti  ex allievi del Conservatorio di Napoli  ed avevano un vasto successo di pubblico ma  terminata quell&#8217 epoca  sono caduti nell&#8217 obl&#236 o. La biblioteca del Conservatorio di Napoli  tra le migliaia di tesori musicali posseduti  preserva molti di questi lavori  mai ripresi modernamente. Si tratta di una occasione unica per riscoprire attraverso la sottile vena comica la ricezione dei grandi capolavori operistici dell&#8217 Ottocento da parte del grande pubblico. Gli ascoltatori riconosceranno nel &#30 finale la citazione delle pi&#249  celebri melodie di Giuseppe Verdi. Per divertirsi  imparando. L&#8217  Aida di Scafati nell&#8217 allestimento del Conservatorio di Napoli &#232  stata rappresentata per la prima volta nel Teatrino di Corte del Palazzo Reale di Napoli il 9 ottobre 2014. Quella di Altamura sar&#224  cos&#236  la seconda ripresa moderna dell&#8217 opera. Variet&#224  comico danzante in un prologo e tre atti Parodia dell&#8217 Aida di Giuseppe Verdi (prima esecuzione: Napoli 1873).&#13 &#10 Libretto Enrico Campanelli. Musica Luigi Matteo Fischetti  Antonio Ligas regia Solisti  coro e orchestra Conservatorio di Napoli  Carlo Gargiulo Direttore. Allestimento scenico Conservatorio S. Pietro a Majella - Napoli. Accademia di Belle Arti - Napoli Scene e costumi&#13 &#10 Elsa Evangelista Direzione artistica.,Altamura,072004,BA,16-DIC-15,16-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9848
DON GIOVANNI,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-giordano_348.html,,pagamento,29-OTT-15,Khora.teatro / Teatro Stabile D&#8217 Abruzzo&#13 &#10 Alessandro Preziosi&#13 &#10 di Moli&#233 re  traduzione e adattamento Tommaso Mattei  supervisione artistica ,Khora.teatro / Teatro Stabile D&#8217 Abruzzo&#13 &#10 Alessandro Preziosi&#13 &#10 di Moli&#233 re  traduzione e adattamento Tommaso Mattei  supervisione artistica Alessandro Maggi&#13 &#10 con Alessandro Preziosi  Nando Paone  e con Lucrezia Guidone  Roberto Manzi  Maria Sellitto  Daniele Paoloni  Daniela Vitale  Matteo Guma&#13 &#10 regia ALESSANDRO PREZIOSI&#13 &#10 &#13 &#10 Il Don Giovanni di Moliere non &#232  un banale donnaiolo  collezionista di femmine per sfogo fisiologico o edonistico svago  ma a dominare &#232  una volont&#224  di potenza  di affermazione di s&#233  che nasce da un vuoto esistenziale  da una sorta di noia metafisica  e insieme da un timore di fallimento  un Don Giovanni che ormai  prossimo al termine della sua carriera  sembra quasi svelare la maschera ipocrita della cinica empiet&#224   per smascherare i cattivi pensieri e le ipocrisie della societ&#224  in cui viviamo. Il testo suona ancora oggi attuale  ma &#232  anche un&#8217 opera misteriosa e sublime  dal genere &#8220 unico&#8221  sotto molti punti di vista  soprattutto dal punto di vista stilistico. Vi &#232  la compresenza di toni drammatici e comici  un materiale drammaturgico teso a coniugare l&#8217 esaltazione ed il senso tragico del personaggio archetipico  mito dell&#8217 individualismo moderno  e le mirabili leve sulle parti comiche  necessarie per meglio andare incontro al gusto del pubblico.,Foggia,071024,FG,17-DIC-15,18-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9638
KAT&#203 R I RAD&#203 S Il Naufragio Koreja (Lecce) // la Biennale di Venezia,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,27-OTT-15,Kat&#235 r i Rad&#235 s non vuole essere semplicemente un&#8217 opera della memoria. &#200  piuttosto il tentativo  attraverso la musica  di liberare l&#8217 universo ,Kat&#235 r i Rad&#235 s non vuole essere semplicemente un&#8217 opera della memoria. &#200  piuttosto il tentativo  attraverso la musica  di liberare l&#8217 universo umano di chi &#232  andato incontro a una delle tante tragedie del Mediterraneo: quella di una piccola motovedetta albanese  stracarica di uomini  donne e bambini  affondata nel marzo del 1997 davanti alle coste italiane.&#13 &#10 Nell&#8217 atto unico si affollano i sommersi e i salvati  chi &#232  sopravvissuto e chi &#232  scomparso  le loro voci  i loro pensieri  e soprattutto il loro viaggio verso il buio  pieno di grandi ansie e piccoli desideri  sogni e paure  digressioni  apparizioni  improvvise rammemorazioni. &#13 &#10 LE FRONTIERE  I VOLTI&#13 &#10 Goffredo Fofi dialoga con Alessandro Leogrande,Lecce,075035,LE,18-DIC-15,19-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9774
Ubuntu - Autoproduzioni culturali presenta: U PARRINU - La mia storia con padre Pino Puglisi ucciso dalla mafia,semplice,3394695481,associazioneculturale.ubuntu@gmail.com,https://www.facebook.com/Ubuntu-Autoproduzioni-culturali-536171716517719/,,,pagamento,26-OTT-15,L'ass.ne UBUNTU Autoproduzioni Culturali presenta lo spettacolo teatrale U PARRINU  progetto teatrale su Padre Puglisi  sacerdote siciliano ucciso dalla criminalit&#224  organizzata. Lo spettacolo  ideato e interpretato da Christian Di Domenico  ha visto la preziosa collaborazione del regista Gianpiero Borgia.,Lo spettacolo rievoca la personalit&#224  insieme dolce e combattiva di Padre Pino Puglisi: &#8220 Quelli che pensano troppo prima di muovere un passo  trascorrono la vita su un piede solo&#8221   soleva ripetere.&#13 &#10 I suoi occhi brillavano di una luce speciale difficile da spiegare. Il 15 settembre 1993  giorno del suo 56&#176 compleanno  un colpo di pistola alla nuca ha spento quella luce e ha segnato un pezzo di storia della Chiesa e della societ&#224  civile in Italia. Fu eliminato perch&#233   sottraendo i bambini alla strada  li sottraeva al reclutamento della mafia.&#13 &#10 &#13 &#10 Spettacolo realizzato con il sostegno e grazie alla collaborazione di Libera Puglia nomi e numeri contro le mafie. &#13 &#10 &#13 &#10 In occasione dello spettacolo  sar&#224  allestita una mostra di opere dell'artista Maurizio Muolo.&#13 &#10 &#13 &#10 Al termine dello spettacolo verr&#224  offerto un buffet di prodotti tipici per condividere tutti insieme un momento di convivialit&#224 .,Putignano,072036,BA,18-DIC-15,18-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9744
DECAMERONE - vizi  virt&#249   passioni,semplice,0883-332456 / 0883-332522 ,,http://www.teatrocurci.it,http://www.teatropubblicopugliese.it/teatro/teatro-curci_50.html,http://www.teatropubblicopugliese.it,pagamento,13-OTT-15,Nuovo Teatro&#13 &#10 Stefano Accorsi&#13 &#10 liberamente tratto dal Decamerone di Giovanni Boccaccio  drammaturgia Maria Maglietta  scene e costumi Carlo Sala  ,Nuovo Teatro&#13 &#10 Stefano Accorsi&#13 &#10 liberamente tratto dal Decamerone di Giovanni Boccaccio  drammaturgia Maria Maglietta  scene e costumi Carlo Sala  disegno luci Luca Barbati  Assistente scene e costumi Roberta Monopoli  aiuto alla regia Maria Maglietta&#13 &#10 Con Silvia Ajelli  Salvatore Arena  Silvia Briozzo  Fonte Fantasia e Mariano Nieddu&#13 &#10 adattamento teatrale e regia MARCO BALIANI&#13 &#10 &#13 &#10 in collaborazione con Fondazione Teatro Della Pergola&#13 &#10 &#13 &#10  &#13 &#10 &#13 &#10 Le storie servono a rendere il mondo meno terribile  a immaginare altre vite  diverse da quella che si sta faticosamente vivendo  le storie servono ad allontanare  per un poco di tempo  l&#8217 alito della morte. Finch&#233  si racconta  finch&#233  c&#8217 &#232  una voce che narra siamo ancora vivi  lui e lei che racconta e noi che ascoltiamo. Per questo ci si sposta da Firenze verso la collina e l&#236  si principia a raccontare. La citt&#224  &#232  appestata  la morte &#232  in agguato  servono storie che facciano dimenticare  storie di amori ridicoli  erotici  furiosi  storie rozze  spietate  sentimentali  grottesche  paurose  purch&#233  siano storie  e raccontate bene  perch&#233  la vita reale l&#224  fuori si avvicina con denti affilati e agogna la preda. Abbiamo scelto di raccontare alcune novelle del Decamerone di Boccaccio perch&#233  oggi ad essere appestata &#232  l&#8217 intera societ&#224 . Ne sentiamo i miasmi mortiferi  le corruzioni  gli inquinamenti  le conventicole  le mafie  l&#8217 impudicizia e l&#8217 impudenza dei potenti  la menzogna  lo sfruttamento dei pi&#249  deboli  il malaffare. In questa progressiva  perdita di un civile sentire  ci &#232  sembrato importante far risuonare la voce del Boccaccio attraverso le nostre voci di teatranti. Per ricordare che possediamo tesori linguistici pari ai nostri tesori paesaggistici e naturali  un&#8217 altra Italia  che non compare nei bollettini della disfatta giornaliera con la quale la peste ci avvilisce. Marco Baliani,Barletta,110002,BT,18-DIC-15,20-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9467
Speciale archivi - La memoria viva del teatro: 30 anni di Koreja,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,27-OTT-15,Per i teatranti  la memoria &#232  necessit&#224  che diventa ossessione.&#13 &#10 Sappiamo che la nostra memoria non &#232  un magazzino  un repertorio statico da cui ,Per i teatranti  la memoria &#232  necessit&#224  che diventa ossessione.&#13 &#10 Sappiamo che la nostra memoria non &#232  un magazzino  un repertorio statico da cui estrarre di volta in volta le informazioni necessarie. La nostra memoria &#232  dinamica  e si riorganizza continuamente sulla base delle nostre esperienze e dei ricordi che accumuliamo quotidianamente. Quello che sta accadendo nel teatro e nelle sue modalit&#224  di produzione  comunicazione ma anche nel modo in cui tiene traccia di s&#233   suggerisce una radicale riorganizzazione della sua memoria.,Lecce,075035,LE,18-DIC-15,18-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9776
SING AND SWING,semplice,0831581949,assrota@libero.it,http://www.associazioneninorota.it,,,pagamento,05-OTT-15,JAZZ COMPANY&#13 &#10 G. Comeglio sax  F. Gangi pianoforte  E. Rossi basso  M. Serra batteria&#13 &#10 special guest&#13 &#10 MASSIMO LOPEZ&#13 &#10 ,Una carrellata di successi che vanno dagli anni &#8216 30 agli anni &#8216 50  resi celebri da interpreti di grande livello quali Frank Sinatra  Tony Bennet  Sammy Davis jr  arricchiti dall'insuperabile verve di Massimo Lopez. Un amore coltivato per lunghi anni e poi sbocciato  grazie alla collaborazione con una delle pi&#249  prestigiose formazioni jazz e swing italian: la Jazz Company guidata da Gabriele Comeglio  che segue l'attore nel corso delle sue tourn&#233 e teatrali da diverse stagioni. E tra una canzone e l'altra  Massimo Lopez intratterr&#224  il pubblico con divertenti gag  monologhi e le sue irresistibili imitazioni  quelle stesse che negli anni lo hanno portato al grande successo popolare.,Brindisi,074001,BR,18-DIC-15,18-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9325#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9323#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9324
Il miracolo di San Nicola - Concerto di Natale,semplice,3386850294,polifonicabiagiogrimaldi@gmail.com,http://www.polifonicagrimaldi.it,,,gratis,30-LUG-15,Prima esecuzione assoluta  una coproduzione con Associazione Nino Rota di Palesee Associazione Legni Pregiati di Molfetta. Autore: Nicola ,Prima esecuzione assoluta  una coproduzione con Associazione Nino Rota di Palesee Associazione Legni Pregiati di Molfetta. Autore: Nicola Scardicchio. Coro della Polifonica Barese 'Biagio Grimaldi'. Complesso bandistico Città di Palese  Giuseppe Naviglio baritono  Sabino Manzo Direttore.,Bari,072006,BA,19-DIC-15,19-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=7895
Lina Sastri &#8211  LA LUPA,semplice,080 3101222,info@teatromercadantealtamura.it,,,,pagamento,12-OTT-15,Di Giovanni Verga&#13 &#10 &#13 &#10 Regia Guglielmo Ferro&#13 &#10 &#13 &#10 Con Daniele Liotti e altri 7 attori&#13 &#10 &#13 &#10 Produzione Compagnia Moliere,Da un punto di vista drammaturgico la figura della Lupa  che era gi&#224  una figura femminile di rottura nella produzione verghiana  risuona oggi di grande attualit&#224  come ogni personaggio archetipo della letteratura. Gn&#224  Pina ha un fascino e una forza che emergono con grande facilit&#224  dal testo  consentendo un lavoro di riscrittura stimolante e creativo. &#200  lei oggi  fuori dalla Sicilia di Verga  una figura distruggente  che non ha nessuna attenuante n&#233  psicologica n&#233  storico-sociale. La Lupa &#232  radicalmente feroce. Il suo fascino &#232  esercitato su tutti coloro che le stanno vicino senza piet&#224   come un maleficio che porta sofferenza  dipendenza e morte. Il linguaggio poetico  fatto di canto e giochi di parole  che Gn&#224  Pina utilizza per sedurre Nanni o quello crudo  violento  subdolo per sottomettere la figlia hanno in questa versione il ritmo adamantino di un sortilegio verbale. La prosa &#232  volutamente contemporanea nella scelta del lessico pur rimanendo ancorata all&#8217 impianto linguistico verghiano. Solo grazie alla presenza di Lina Sastri  una delle poche attrici in grado di sostenere un ruolo cos&#236  complesso  in cui l&#8217 interprete deve interrogare gli strati pi&#249  profondi della sua anima  si &#232  potuto realizzare il progetto &#8220 Lupa&#8221 . In quest&#8217 ottica drammaturgica la messinscena si gioca tutta su un&#8217 alternanza di luce e ombra  di sole e luna  che non &#232  per&#242  dicotomia bene/male quanto piuttosto una scansione naturale della vita bestiale ruota intorno a La Lupa.,Altamura,072004,BA,19-DIC-15,20-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9490
Leo Gullotta &#8211  SPIRITO ALLEGRO,semplice,080 3101222,info@teatromercadantealtamura.it,http://teatromercadantealtamura.it/2014/,,,pagamento,12-OTT-15,Di Noel Coward&#13 &#10 &#13 &#10 Regia Fabio Grossi&#13 &#10 &#13 &#10 Con Betti Pedrazzi  Rita Abela  Federica Bern  Chiara Cavalieri  Valentina Gristina  Sergio Mascherpa&#13 &#10 &#13 &#10 Produzione Diana Or.I.S.,Spirito Allegro &#232  una commedia dall&#8217 aspetto classico: aderente all&#8217 epoca in cui fu scritta ed elegante  per forme e per fogge. La novit&#224  &#232  rappresentata dall&#8217 inventiva che sar&#224  usata per raccontare il soprannaturale. Espedienti scenici atti ad un&#8217 epoca pi&#249  aderente all&#8217 auditorio che alla penna di Coward. Uno straordinario Leo Gullotta affiancato da una compagnia di professionisti  alla quale s&#8217 &#232  volutamente abbassata l&#8217 immagine anagrafica per una messinscena scattante e piena di ritmo: poco spazio all&#8217 attesa e pi&#249  allo stupore! Spirito Allegro &#232  un nuovo allestimento realizzato con scenografie e video-mapping per la prima volta in uno spettacolo di prosa!,Altamura,072004,BA,19-DIC-15,20-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9485
 MOSTRA NAZIONALE DEI PRESEPI TRADIZIONALI E ARTISTICI,rassegna,3804111273 ,centrostudi_sylva@libero.it,,,,pagamento,09-NOV-15,Si rinnova l&#8217 appuntamento con la Mostra dei Presepi Tradizionali ed Artistici presso il Museo del Territorio &#8220 Casa Pezzolla&#8221  di Alberobello  organizzata dall&#8217 associazione Sylva Tour and Didactics.,L&#8217 inaugurazione della mostra si terr&#224   sabato 19 dicembre alle ore 18.00 presso il Museo del Territorio.&#13 &#10 &#13 &#10 Come ogni anno l&#8217 esposizione sar&#224  strutturata in due sezioni: quella tradizionale e quella artistica  la prima sezione ospita quelle opere che raffigurano la Nativit&#224  in maniera consueta  la seconda  invece  riguarda quelle opere che non rispecchiamo i criteri canonici ma rappresentano la Nativit&#224  in maniera innovativa  dal punto di vista dell&#8217 iconografia e/o dei materiali. &#13 &#10 &#13 &#10 &#200  una mostra a livello nazionale poich&#233  ospita opere presepiali provenienti da diverse regioni d&#8217 Italia e prevede un concorso  in cui i visitatori rappresentano la giuria popolare  essi saranno infatti chiamati a votare un&#8217 opera per sezione tra le loro preferite. Inoltre ci sar&#224  una sezione dedicata alle opere che fanno parte della collezione museale  cio&#232  donate dai vari artigiani / artisti nel corso delle edizioni precedenti.&#13 &#10 &#13 &#10 L&#8217 opera che  a fine mostra  avr&#224  ottenuto il numero maggiore di voti  avr&#224  diritto ad un premio in denaro per ciascuna sezione. &#13 &#10 L&#8217 esposizione si concluder&#224  marted&#236  6 gennaio 2014 alle ore 18.00 presso il Museo del Territorio con la premiazione dei vincitori. &#13 &#10 &#13 &#10 Le immagini delle opere premiate saranno utilizzate per la promozione della XIV Edizione della Mostra. ,Alberobello,072003,BA,19-DIC-15,06-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9836
Note da Oscar,semplice,,,http://www.teatropubblicopugliese.it/,http://www.teatropubblicopugliese.it/spettacolo/note-da-oscar_2407.html,http://www.comune.bitonto.ba.it/,pagamento,09-NOV-15,scritto da Raffaello Tullo  aiuto regista Luca Cicolella&#13 &#10 con Raffaello Tullo &#8211  voce  Renato Ciardo &#8211  Batteria  Vittorio Bruno &#8211  Contrabbasso  ,scritto da Raffaello Tullo  aiuto regista Luca Cicolella&#13 &#10 con Raffaello Tullo &#8211  voce  Renato Ciardo &#8211  Batteria  Vittorio Bruno &#8211  Contrabbasso  Nicol&#242  Pantaleo &#8211  fiati  Francesco Pagliarulo - pianoforte&#13 &#10 regia PAOLO NANI&#13 &#10 &#13 &#10 Il grande cinema  Hollywood  la Mecca dei sogni  il punto d'arrivo di una vita  il successo che ti rende immortale  il fascino della sala buia e del grande schermo. Un sogno per la Rimbamband! E allora  fiato alle trombe...che lo spettacolo cominci! Il capobanda &#232  un intellettuale che ama il cinema senza reclusioni di genere  da Gene Kelly a Toy Story. Il batterista &#232  convinto si tratti di &#8220 one man show&#8221   il suo. Il contrabbassista &#232  in evidente stato confusionale. Il sassofonista &#232  ossessionato dalla polka  dal tango  dalla mazurka e dal limbo. E il pianista? &#200  docile  mansueto  timido  ma  quando vuole  sa anche essere un &#8220 leone&#8221 !&#13 &#10 Se &#171 non &#232  la realt&#224  che conta in un film  ma quello che l&#8217 immaginazione pu&#242  fare&#187  - diceva il grande Charlie Chaplin &#8211  preparatevi ad entrare in &#8220 Note da Oscar&#8221   un grande luna park dell&#8217 immaginazione: qui  sognare ad occhi aperti  &#232  ancora possibile.,Bitonto,072011,BA,20-DIC-15,20-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10003
CHI HA PAURA DI VIRGINIA WOOLF?,semplice,328.6917948,promozione@teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/stagione_rassegna/stagione-di-prosa-15-16-comune-di-bari_191.html ,,,pagamento,09-OTT-15,Martha e George sono una coppia di mezza et&#224  che ha invitato a casa Honey e Nick  due giovani sposi che hanno appena conosciuto. In un vorticoso ,Martha e George sono una coppia di mezza et&#224  che ha invitato a casa Honey e Nick  due giovani sposi che hanno appena conosciuto. In un vorticoso crescendo di dialoghi serrati  con la complicit&#224  della notte e dell'alcool  il quartetto si addentra in una sorta di &#8220 gioco della verit&#224 &#8221  che svela le reciproche fragilit&#224  individuali e di coppia. Il risultato della serata &#232  un gioco al massacro  una sfida collettiva alla distruzione di s&#233  e degli altri  che rende ogni personaggio  allo stesso tempo  vittima e carnefice. Il testo di Albee &#232  una spietata riflessione sulla nostra cultura  sul nostro egocentrismo  sul nostro cinismo  e sull'amore. Come in un gioco al massacro  come in un interrogatorio o in una tortura  siamo in un stanza  un salotto  in una notte di sabato  dove pian piano si d&#224  inizio ad un sacrificio  un esorcismo. Giocando e recitando ci si trova davanti alla propria distruzione  allo stato di noia che nasce dopo la perversione  a quel non sapere pi&#249  cosa fare dopo aver fatto fuori tutto.&#13 &#10 &#13 &#10 Tieffe Teatro Milano&#13 &#10 Di Edward Albee&#13 &#10 Traduzione di Ettore Capriolo&#13 &#10 Con Milvia Marigliano  Arturo Cirillo  Valentina Picello  Edoardo Ribatto&#13 &#10 Scene Dario Gessati &#13 &#10 Costumi Gianluca Falaschi&#13 &#10 Luci Mario Loprevite&#13 &#10 Regista collaboratore Roberto Capasso &#13 &#10 Assistente alla regia Giorgio Castagna&#13 &#10 Assistente scenografo Lucia Rho&#13 &#10 Assistente costumista Cristiana Di Giampietro&#13 &#10 Fotografo di scena Diego Steccanella&#13 &#10 Regia ARTURO CIRILLO,Bari,072006,BA,20-DIC-15,23-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9374 (ph Diego Steccanella) 
Roberto Castello - LA DANZA SPIEGATA AGLI ODONTOIATRI  ,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,27-OTT-15,Conferenza spettacolo semiseria su tutto ci&#242  che a teatro non &#232  letteratura. Una riflessione sulla danza come territorio dell'intelligenza  come ,Conferenza spettacolo semiseria su tutto ci&#242  che a teatro non &#232  letteratura. Una riflessione sulla danza come territorio dell'intelligenza  come territorio dell'immaginario profondamente connesso con i meccanismi cognitivi alla base dell'esperienza diretta del vivere.&#13 &#10 ,Lecce,075035,LE,22-DIC-15,22-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9793
SUONA LA DANZA - ORCHESTRA POPOLARE e CORPO DI BALLO &#8220 LA NOTTE DELLA TARANTA&#8221 ,semplice,0832 242000,info@teatrokoreja.it,http://www.teatrokoreja.it/koreja/home.php,https://www.facebook.com/cantieriteatralikoreja?fref=ts,,pagamento,27-OTT-15,L&#8217  Orchestra Popolare &#8220 Notte della Taranta&#8221  nasce nel 1999 e si consolida negli anni calcando i principali palchi di tutto il mondo  ,L&#8217  Orchestra Popolare &#8220 Notte della Taranta&#8221  nasce nel 1999 e si consolida negli anni calcando i principali palchi di tutto il mondo  accompagnata e diretta da grandi nomi della musica quali Milesi  Cosma   Sparagna  Pagani  Einaudi  Copeland  Bregovic  Sollima e Manzanera.&#13 &#10 Il segreto di questo successo &#232  racchiuso nella sapiente combinazione di antico e moderno  nella dirompente poetica glocal  una magica alchimia che l&#8217 orchestra fa rivivere in ogni sua performance.,Lecce,075035,LE,23-DIC-15,23-DIC-15,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9777
Presepi Viventi 2015,rassegna,,info@pugliaevents.it,,,,gratis,09-NOV-15,Terra di fede e tradizione la Puglia ospita nel periodo natalizio presepi viventi in molte citt&#224  della regione  tra scenari naturali e centri storici.,La bellezza della Puglia offre scenari incantati per la rievocazione della Nativit&#224  e tra fede e folclore mille luci si accendono con sorprendenti presepi viventi allestiti in grotte e aree naturali  masserie e casolari di campagna  in riva al mare e nei centri storici  dal Gargano alla Valle d&#8217 Itria e al Salento.&#13 &#10 &#13 &#10 Imponenti scenografie e centinaia di figuranti ricreano l&#8217 antica Betlemme dalle botteghe di arrotini  tessitrici  maniscalchi  pescivendoli alla Nativit&#224  con il bue e l&#8217 asinello veri come i volontari che vestono i panni di Maria e San Giuseppe  coccolando un bambino bello e paziente.&#13 &#10 &#13 &#10 A Canosa la rievocazione &#232  ospitata in un'area di interesse archeologico  il Monte Orco di Tricase accoglie il pi&#249  grande presepe d&#8217 Italia mentre a Pezze di Greco c&#8217 &#232  quello pi&#249  antico della regione. Suggestiva anche la cometa che illumina il promontorio del Monte Rivolta della Selva di Fasano. Presepi viventi tra illuminazioni artistiche  musica e specialit&#224  gastronomiche natalizie anche a Mottola  Massafra  Sanarica e in molte altre localit&#224  della Puglia.&#13 &#10 ,Bari,072006,BA,24-DIC-15,06-GEN-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=5974#http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9398
